University College,Major,,,,Year,Classification,Weight,Course Code-Sec.(-Lab),Credit,Course Title,Target,,,,Instructor,Time,Room,Ref,Exchange
College of Music,Music Common,,,,2,Major Basic,2000,CMP2202-03-00   ,2,SIGHT SINGING & EAR TRAINING (4) ,관현악,,,,Oh Yeseung,"Tue3,4",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""08001"");, ⒜",X
College of Music,Music Common,,,,2,Major Basic,2000,CMP2202-04-00   ,2,SIGHT SINGING & EAR TRAINING (4) ,작곡,,,,AHN CHRISTINA HAISUNG,"Fri5,6/Fri5,6",Realtime online lectureMus413/,"javascript:OpenList5(""H1"",""20202"",""08001"");, ⒜",X
College of Music,Music Common,,,,2,Major Basic,2000,CMP2204-01-00   ,2,HARMONICS(4) ,"교음(합),성악",,,,JANG BOMI,"Thu5,6",Pre-recorded lecture/Realtime online lecture,"javascript:OpenList5(""H1"",""20202"",""08001"");, ⒜",X
College of Music,Music Common,,,,2,Major Basic,2000,CMP2204-02-00   ,2,HARMONICS(4) ,"교음(오),피아노",,,,Song Moo Kyoung,"Thu5,6",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""08001"");, ⓓ⒜",X
College of Music,Music Common,,,,2,Major Basic,2000,CMP2204-03-00   ,2,HARMONICS(4) ,관현악,,,,Hong Seunghee,Thu5/Thu6,Mus103/Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""08001"");, ⒜",X
College of Music,Music Common,,,,2,Major Basic,2000,CMP2204-04-00   ,2,HARMONICS(4) ,작곡,,,,"Rhie, Hongseok","Tue7,8",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""08001"");, ⒜",X
College of Music,Music Common,,,,2,Major Requisite,2000,CMP2206-01-00   ,2,HISTORY OF MUSIC(2) ,"교음,성악",,,,Kang Yongsik,"Tue1,2",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""08001"");, ⒜",X
College of Music,Music Common,,,,2,Major Requisite,2000,CMP2206-02-00   ,2,HISTORY OF MUSIC(2) ,"피아노,작곡",,,,KIM HYUN JOO,"Wed7,8",Realtime online lecture,"javascript:OpenList5(""H1"",""20202"",""08001"");, ⒜",X
College of Music,Music Common,,,,2,Major Requisite,2000,CMP2206-03-00   ,2,HISTORY OF MUSIC(2) ,관현악,,,,KIM HYUN JOO,"Mon3,4",Realtime online lecture,"javascript:OpenList5(""H1"",""20202"",""08001"");, ⒜",X
College of Music,Music Common,,,,3,Major Requisite,3000,CMP3202-01-00   ,2,HISTORY OF MUSIC(4) ,"교음,성악",,,,Yeon Sang-Chun,"Fri3,4",Realtime online lecture,"javascript:OpenList5(""H1"",""20202"",""08001"");, ⒜",X
College of Music,Music Common,,,,3,Major Requisite,3000,CMP3202-02-00   ,2,HISTORY OF MUSIC(4) ,"피아노,작곡",,,,Oh yun rok,"Mon5,6",Realtime online lecture,"javascript:OpenList5(""H1"",""20202"",""08001"");, ⒜",X
College of Music,Music Common,,,,3,Major Requisite,3000,CMP3202-03-00   ,2,HISTORY OF MUSIC(4) ,관현악,,,,Yeon Sang-Chun,"Thu3,4",Realtime online lecture,"javascript:OpenList5(""H1"",""20202"",""08001"");, ⒜",X
College of Music,Music Common,,,,3,Major Requisite,3000,CMP3204-01-00   ,3,FORM & ANALYSIS ,"교음,성악",,,,Sul Sookyung,"Wed2,3,4",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""08001"");, ⒜",X
College of Music,Music Common,,,,3,Major Requisite,3000,CMP3204-02-00   ,3,FORM & ANALYSIS ,"관현악,피아노",,,,Lee Eunjae,"Tue2,3,4",Realtime online lecture/Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""08001"");, ⒜",X
College of Music,Music Common,,,,3,Major Requisite,3000,CMP3204-03-00   ,3,FORM & ANALYSIS ,작곡,,,,Song Moo Kyoung,"Wed6,Fri1,2",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""08001"");, ⓓ⒜",X
College of Music,Music Common,,,,4,Major Elective,3000,CMP3213-01-00   ,2,INTRODUCTION TO ORCHESTRATION ,,,,,CHUNG Seongyup,"Fri7,8",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""08001"");, ⒜",X
College of Music,Music Common,,,,4,Major Elective,3000,MSC3001-01-00   ,2,MASTER CLASS ,,,,,"Yoo, Yungwook",,,"javascript:OpenList5(""H1"",""20202"",""08001"");, ⒝",X
College of Music,Music Common,,,,4,Teacher Training Program,3000,TTP3816-01-00   ,2,RES & TEACHING METH TO MUSIC ,,,,,kin Sunmie,"Wed9,10",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""08001"");, ⒝",X
College of Music,Music Common,,,,4,Teacher Training Program,3000,TTP3823-01-00   ,3,MUSIC ED CURRICULUM ,,,,,kin Sunmie,"Mon10,11,Wed11",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""08001"");, ⒝",X
College of Music,Music Common,,,,9,Major Requisite,1000,CHM1207-01-00   ,3,CHORUS(SYMPHONY CHOIR) ,,,,,JI HYUN CHUNG,"Mon7,8/Wed3,4",Mus103/Mus211,"javascript:OpenList5(""H1"",""20202"",""08001"");, ⒝",X
College of Music,Music Common,,,,9,Major Requisite,1000,CHM1208-01-00   ,3,CHORUS(CONCERT CHOIR) ,,,,,Kim Bomi,"Wed7,8,Fri7,8",Mus211,"javascript:OpenList5(""H1"",""20202"",""08001"");, ④⒝",X
College of Music,Church Music,,,,0,Major Requisite,1000,CHM1101-01-00   ,3,APPLIED MUSIC ,,,,,Kim Bomi,,,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,0,Major Requisite,1000,CHM1101-02-00   ,3,APPLIED MUSIC ,,,,,Shin Dong-ill,,,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,0,Major Requisite,1000,CHM1101-03-00   ,3,APPLIED MUSIC ,,,,,KANG HAN MI,,,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,0,Major Requisite,1000,CHM1101-04-00   ,3,APPLIED MUSIC ,,,,,KOO MIN AH,,,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,0,Major Requisite,1000,CHM1101-05-00   ,3,APPLIED MUSIC ,,,,,GU SANG GIL,,,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,0,Major Requisite,1000,CHM1101-06-00   ,3,APPLIED MUSIC ,,,,,NAM Ae Shell,,,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,0,Major Requisite,1000,CHM1101-07-00   ,3,APPLIED MUSIC ,,,,,PARK OK JOO,,,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,0,Major Requisite,1000,CHM1101-08-00   ,3,APPLIED MUSIC ,,,,,OH SEEUN,,,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,0,Major Requisite,1000,CHM1101-09-00   ,3,APPLIED MUSIC ,,,,,LEE EUNWOO,,,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,0,Major Requisite,1000,CHM1101-10-00   ,3,APPLIED MUSIC ,,,,,Lee Juhee,,,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,0,Major Requisite,1000,CHM1101-11-00   ,3,APPLIED MUSIC ,,,,,Yoo Jin Ah,,,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,0,Major Requisite,1000,CHM1101-12-00   ,3,APPLIED MUSIC ,,,,,Park Hyewon,,,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,0,Major Requisite,1000,CHM1101-13-00   ,3,APPLIED MUSIC ,,,,,KIM HYUN JUNG,,,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,0,Major Requisite,1000,CHM1101-14-00   ,3,APPLIED MUSIC ,,,,,Choi Ji-yoen,,,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,0,Major Requisite,1000,CHM1101-15-00   ,3,APPLIED MUSIC ,,,,,KIM DAEKWANG,,,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,0,Major Requisite,1000,CHM1101-16-00   ,3,APPLIED MUSIC ,,,,,Jang Minhye,,,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,0,Major Requisite,1000,CHM1101-17-00   ,3,APPLIED MUSIC ,,,,,CHO HYUNJIN,,,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,0,Major Requisite,1000,CHM1101-18-00   ,3,APPLIED MUSIC ,,,,,JI HYUN CHUNG,,,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,0,Major Requisite,1000,CHM1101-19-00   ,3,APPLIED MUSIC ,,,,,song hyung bin,,,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,0,Major Requisite,1000,CHM1101-20-00   ,3,APPLIED MUSIC ,,,,,OH JIN HYUN,,,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,0,Major Requisite,1000,CHM1101-21-00   ,3,APPLIED MUSIC ,,,,,Jung Junsik,,,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,0,Major Requisite,1000,CHM1101-22-00   ,3,APPLIED MUSIC ,,,,,Choi Hyekyung,,,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,0,Major Requisite,1000,CHM1101-23-00   ,3,APPLIED MUSIC ,,,,,,,,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,1,Major Requisite,1000,CHM1209-01-00   ,2,INTRODUCTION TO CHURCH MUSIC(2) ,,,,,Yoo Jin Ah,"Wed1,2",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒜",X
College of Music,Church Music,,,,2,Major Elective,2000,CHM2202-01-00   ,2,ORGAN IMPROVISATION(2) ,,,,,PARK Su-One,"Wed7,8",Mus333,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,2,Major Elective,2000,CHM2203-01-00   ,2,ORGAN CONSTRUCTION ,,,,,KIM HYERIM,"Wed5,6",Mus415,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒜",X
College of Music,Church Music,,,,3,Major Elective,3000,BSP3210-01-00   ,2,ART SONG(2) ,,,,,LEE HYUN SEOP,"Mon3,4",Mus426,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,3,Major Elective,2000,CHM2207-01-00   ,2,ORGAN IMPROVICATION(4) ,,,,,PARK Su-One,"Wed7,8",Mus333,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,3,Major Elective,3000,CHM3219-01-00   ,2,SCORE READING(2) ,,,,,Jang Minhye,"Wed9,10",Realtime online lecture,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,"3,4",Major Elective,3000,CHM3204-01-00   ,2,ORGAN LITERATURE(2) ,,,,,Choi Ji-yoen,"Thu5,6",Mus140,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒜",X
College of Music,Church Music,,,,4,Major Requisite,4000,CHM4202-01-00   ,3,WORSHIP & MUSIC ,,,,,Baek Jung Jin,"Mon5,6,Wed2",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒜",X
College of Music,Church Music,,,,4,Major Elective,4000,CHM4223-01-00   ,2,CHORAL LITERATURE(2) ,,,,,Choi Nakki,"Fri5,6/Fri5,6",Mus102/Realtime online lecture,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,9,Major Elective,2000,CHM2653-01-00   ,1,CHURCH MUSIC CHOIR ,,,,,CHO HYUNJIN,"Tue7,8,9",Mus211,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,9,Major Elective,2000,CHM2654-01-00   ,2,CHORAL MUSIC ANALYSIS ,,,,,Jung Insu,"Wed3,4",Mus413,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒜",X
College of Music,Church Music,,,,9,Major Elective,2000,CHM2655-01-00   ,2,CHORAL CONDUCTING CLASS ,,,,,Jang Minhye,"Tue10,11",Realtime online lecture,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,9,Major Elective,4000,CHM4217-01-00   ,2,CHORAL CONDUCTING ,,,,,KIM DAEKWANG,Fri7/Fri8,Pre-recorded lecture/Mus102,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,9,Major Elective,4000,CHM4219-01-00   ,2,ORGAN MINOR(2) ,,,,,KIM HYUN JUNG,Mon3/Mon4,Realtime online lecture/Mus333,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,9,Major Elective,4000,CHM4221-01-00   ,2,ORGAN MINOR(4) ,,,,,Park Hyewon,Mon3/Mon4,Realtime online lecture/Mus333,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,9,Major Elective,3000,BSP3233-01-00   ,3,HARPSICHORD CLASS(2) ,,,,,CHO SUNGYUN,"Wed9,10/Fri6",Realtime online lecture/Mus322,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Church Music,,,,9,Major Elective,4000,BSP4205-01-00   ,3,PERFORMANCE OF BAROQUE MUSIC(2) ,,,,,CHO SUNGYUN,"Tue10/Wed5,6",Realtime online lecture/Mus322,"javascript:OpenList5(""H1"",""20202"",""08002"");, ⒝",X
College of Music,Vocal Music,,,,0,Major Requisite,1000,VOM1101-01-00   ,3,APPLIED MUSIC ,,,,,"La, Kyung Hye",,,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,0,Major Requisite,1000,VOM1101-02-00   ,3,APPLIED MUSIC ,,,,,Kang Moolim,,,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,0,Major Requisite,1000,VOM1101-03-00   ,3,APPLIED MUSIC ,,,,,CHANG HYUNJOO,,,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,0,Major Requisite,1000,VOM1101-04-00   ,3,APPLIED MUSIC ,,,,,Moon Haewon,,,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,0,Major Requisite,1000,VOM1101-05-00   ,3,APPLIED MUSIC ,,,,,YANG JUNMO,,,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,0,Major Requisite,1000,VOM1101-06-00   ,3,APPLIED MUSIC ,,,,,"KIM, Kwan Dong",,,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,0,Major Requisite,1000,VOM1101-07-00   ,3,APPLIED MUSIC ,,,,,KIM JONG HONG,,,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,0,Major Requisite,1000,VOM1101-08-00   ,3,APPLIED MUSIC ,,,,,OH JIN HYUN,,,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,0,Major Requisite,1000,VOM1101-09-00   ,3,APPLIED MUSIC ,,,,,Park Myeongsook,,,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,0,Major Requisite,1000,VOM1101-10-00   ,3,APPLIED MUSIC ,,,,,PARK SANG HEE,,,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,0,Major Requisite,1000,VOM1101-11-00   ,3,APPLIED MUSIC ,,,,,PARK EUN YONG,,,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,0,Major Requisite,1000,VOM1101-12-00   ,3,APPLIED MUSIC ,,,,,Seong YoonJoo,,,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,0,Major Requisite,1000,VOM1101-13-00   ,3,APPLIED MUSIC ,,,,,Jung Junsik,,,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,0,Major Requisite,1000,VOM1101-14-00   ,3,APPLIED MUSIC ,,,,,JUNG JAEYOON,,,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,0,Major Requisite,1000,VOM1101-15-00   ,3,APPLIED MUSIC ,,,,,cho chang hu,,,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,0,Major Requisite,1000,VOM1101-16-00   ,3,APPLIED MUSIC ,,,,,choi kongseok,,,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,0,Major Requisite,1000,VOM1101-17-00   ,3,APPLIED MUSIC ,,,,,Choi SaeJoung,,,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,0,Major Requisite,1000,VOM1101-18-00   ,3,APPLIED MUSIC ,,,,,Choi Byunghyuk,,,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,0,Major Requisite,1000,VOM1101-19-00   ,3,APPLIED MUSIC ,,,,,Choi Hyekyung,,,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,0,Major Elective,4000,VOM4222-01-00   ,3,OPERA ACTING CLASS(2) ,,,,,JANG JAE HO/RA YEAMI,"Thu7,8,9",Mus211,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,1,Major Requisite,2000,VOM2213-01-00   ,1,INTERNATIONAL PHONETIC ALPHABET ,,,,,Kim Munhee,"Wed3,4",Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""08003"");, ",X
College of Music,Vocal Music,,,,1,Major Elective,1000,VOM1204-01-00   ,1,GERMAN DICTION(2) ,,,,,cho chang hu,Fri7/Fri8,Mus141/Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,1,Major Elective,1000,VOM1206-01-00   ,1,ITALIAN DICTION(2) ,,,,,Seong YoonJoo,Thu5/Thu6,Pre-recorded lecture/Mus404,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,2,Major Requisite,2000,VOM2210-01-00   ,2,ITALIAN SONG CLASS(2) ,,,,,CHANG HYUNJOO,"Thu3,4",Mus211,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,2,Major Elective,2000,VOM2206-01-00   ,1,FRENCH DICTION(2) ,,,,,KIM YUNJUNG,"Mon7,8",Mus117,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,2,Major Elective,2000,VOM2208-01-00   ,1,ENGLISH DICTION(2) ,,,,,Kim Munhee,"Wed5,6",Mus141,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,3,Major Requisite,3000,VOM3211-01-00   ,1,PHONETICS ,,,,,KIM YOUNAH,Tue3,Realtime online lecture,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,3,Major Requisite,3000,VOM3202-01-00   ,2,GERMAN LIED CLASS(2) ,,,,,YANG JUNMO,"Tue5,6",Mus211,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,3,Major Requisite,3000,VOM3204-01-00   ,2,FRENCH SONG CLASS(2) ,,,,,KIM YUNJUNG,"Mon5,6",Mus117,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,3,Major Requisite,3000,VOM3213-01-00   ,2,ENGLISH SONG CLASS(2) ,,,,,Moon Haewon,"Fri7,8",Mus426,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,"3,4",Major Elective,4000,VOM4223-01-00   ,3,OPERA ENSEMBLE CLASS(2) ,,,,,"La, Kyung Hye/CHO JANGHOON/RA YEAMI","Wed7,8,9",Mus103,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,4,Major Requisite,3000,VOM3210-01-00   ,2,VOCAL LITERATURE(2) ,,,,,Park Kyunghee,Tue5/Tue6,Mus426/Pre-recorded lecture,"javascript:OpenList5(""H1"",""20202"",""08003"");, ⒝",X
College of Music,Vocal Music,,,,4,Major Elective,4000,VOM4225-01-00   ,2,KOREA SONG CLASS(2) ,,,,,Kang Moolim/Kim So Gang,"Wed5,6",Mus211,"javascript:OpenList5(""H1"",""20202"",""08003"");, ",X
College of Music,Vocal Music,,,,9,Major Requisite,1000,VOM1102-01-00   ,2,VERITAS CHOIR ,,,,,Min In-Gi,"Mon7,8,Fri5,6",Mus211,"javascript:OpenList5(""H1"",""20202"",""08003"");, ",X
College of Music,Piano,,,,0,Major Requisite,2000,BSP2119-01-00   ,2,CHAMBER ENSEMBLE(PIANO) ,,,,,AN JUNGAH,,,"javascript:OpenList5(""H1"",""20202"",""08004"");, ⒝",X
College of Music,Piano,,,,0,Major Requisite,2000,BSP2119-02-00   ,2,CHAMBER ENSEMBLE(PIANO) ,,,,,Lee Jinyoung,,,"javascript:OpenList5(""H1"",""20202"",""08004"");, ⒝",X
College of Music,Piano,,,,0,Major Requisite,1000,BSP1101-01-00   ,3,APPLIED MUSIC(PIANO) ,,,,,"Yoo, Yungwook",,,"javascript:OpenList5(""H1"",""20202"",""08004"");, ⒝",X
College of Music,Piano,,,,0,Major Requisite,1000,BSP1101-02-00   ,3,APPLIED MUSIC(PIANO) ,,,,,KIM Youngho,,,"javascript:OpenList5(""H1"",""20202"",""08004"");, ⒝",X
College of Music,Piano,,,,0,Major Requisite,1000,BSP1101-03-00   ,3,APPLIED MUSIC(PIANO) ,,,,,"KIM, Keum Bong",,,"javascript:OpenList5(""H1"",""20202"",""08004"");, ⒝",X
College of Music,Piano,,,,0,Major Requisite,1000,BSP1101-04-00   ,3,APPLIED MUSIC(PIANO) ,,,,,HAN YOUNG-LAN,,,"javascript:OpenList5(""H1"",""20202"",""08004"");, ⒝",X
College of Music,Piano,,,,0,Major Requisite,1000,BSP1101-05-00   ,3,APPLIED MUSIC(PIANO) ,,,,,Park Chong Whun,,,"javascript:OpenList5(""H1"",""20202"",""08004"");, ⒝",X
College of Music,Piano,,,,0,Major Requisite,1000,BSP1101-06-00   ,3,APPLIED MUSIC(PIANO) ,,,,,Petr Ovcharov,,,"javascript:OpenList5(""H1"",""20202"",""08004"");, ⒝",X
College of Music,Piano,,,,0,Major Requisite,1000,BSP1101-07-00   ,3,APPLIED MUSIC(PIANO) ,,,,,HAN YOO-KYUNG,,,"javascript:OpenList5(""H1"",""20202"",""08004"");, ⒝",X
College of Music,Piano,,,,0,Major Requisite,1000,BSP1101-08-00   ,3,APPLIED MUSIC(PIANO) ,,,,,PARK JINAH,,,"javascript:OpenList5(""H1"",""20202"",""08004"");, ⒝",X
College of Music,Piano,,,,0,Major Requisite,1000,BSP1101-09-00   ,3,APPLIED MUSIC(PIANO) ,,,,,Choi Lira,,,"javascript:OpenList5(""H1"",""20202"",""08004"");, ⒝",X
College of Music,Piano,,,,0,Major Requisite,1000,BSP1101-10-00   ,3,APPLIED MUSIC(PIANO) ,,,,,Lee Jung Eun,,,"javascript:OpenList5(""H1"",""20202"",""08004"");, ⒝",X
College of Music,Piano,,,,0,Major Requisite,1000,BSP1101-11-00   ,3,APPLIED MUSIC(PIANO) ,,,,,Seong Bokyung,,,"javascript:OpenList5(""H1"",""20202"",""08004"");, ⒝",X
College of Music,Piano,,,,0,Major Requisite,1000,BSP1101-12-00   ,3,APPLIED MUSIC(PIANO) ,,,,,Choue HeeYoun,,,"javascript:OpenList5(""H1"",""20202"",""08004"");, ⒝",X
College of Music,Piano,,,,0,Major Requisite,1000,BSP1101-13-00   ,3,APPLIED MUSIC(PIANO) ,,,,,LIM HO-YEUL,,,"javascript:OpenList5(""H1"",""20202"",""08004"");, ⒝",X
