전공,영역,학수번호,과목명,교수명,이수구분,학년,학점,강의시간/강의실
Major/Minor,Global Business & Technology,D03306602,"국제경영학
(International Business)",Tae Young Choi,전공,1,3,"화 4 5 6 (4418)
(Tue 4 5 6 (4418))"
Major/Minor,Global Business & Technology,P05102201,"영어프레젠테이션
(English Presentation)",Terrill Reid McLain,전공,1,3,"화 4 5 6 (4415)
(Tue 4 5 6 (4415))"
Major/Minor,Global Business & Technology,P05102202,"영어프레젠테이션
(English Presentation)",Terrill Reid McLain,전공,1,3,"수 1 2 3 (4415)
(Wed 1 2 3 (4415))"
Major/Minor,Global Business & Technology,P05103101,"컴퓨터프로그래밍
(Computer Programming)","이근섭
(Lee, Geun Seop)",전공,1,3,"금 1 2 3 (4207)
(Fri 1 2 3 (4207))"
Major/Minor,Global Business & Technology,P05103102,"컴퓨터프로그래밍
(Computer Programming)","이근섭
(Lee, Geun Seop)",전공,1,3,"금 4 5 6 (4207)
(Fri 4 5 6 (4207))"
Major/Minor,Global Business & Technology,P05103103,"컴퓨터프로그래밍
(Computer Programming)","이범서
(BumSeo Lee)",전공,1,3,"월 4 5 6 (4207)
(Mon 4 5 6 (4207))"
Major/Minor,Global Business & Technology,P05103104,"컴퓨터프로그래밍
(Computer Programming)","이범서
(BumSeo Lee)",전공,1,3,"월 7 8 9 (4207)
(Mon 7 8 9 (4207))"
Major/Minor,Global Business & Technology,F05214B01,"통계학
(Statistics )","이정
(Lee, Jung)",전공,1,3,"목 1 2 3 (4415)
(Thu 1 2 3 (4415))"
Major/Minor,Global Business & Technology,D01205A01,"회계원리
(Principles of Accounting)","고완석
(Ko Wansuk)",전공,1,3,"월 4 5 6 (4418)
(Mon 4 5 6 (4418))"
Major/Minor,Global Business & Technology,D01205A02,"회계원리
(Principles of Accounting)","김문현
(Kym, Moon Hyun)",전공,1,3,"월 1 2 3 (0518)
(Mon 1 2 3 (0518))"
Major/Minor,Global Business & Technology,D01205A03,"회계원리
(Principles of Accounting)","김문현
(Kym, Moon Hyun)",전공,1,3,"화 1 2 3 (0518)
(Tue 1 2 3 (0518))"
Major/Minor,Global Business & Technology,D01205A04,"회계원리
(Principles of Accounting)","김정훈
(Kim Jung-Hoon)",전공,1,3,"수 4 5 6 (4419)
(Wed 4 5 6 (4419))"
Major/Minor,Global Business & Technology,D01205A05,"회계원리
(Principles of Accounting)","김정훈
(Kim Jung-Hoon)",전공,1,3,"수 7 8 9 (4419)
(Wed 7 8 9 (4419))"
Major/Minor,Global Business & Technology,D01205A06,"회계원리
(Principles of Accounting)","홍영도
(Yungdo Hong)",전공,1,3,"수 1 2 3 (4418)
(Wed 1 2 3 (4418))"
Major/Minor,Global Business & Technology,P05205101,"e비즈니스개론
(Introduction to e-Business)","김병초
(Kim, Byungcho)",전공,2,3,"화 1 2 3 (0604)
(Tue 1 2 3 (0604))"
Major/Minor,Global Business & Technology,P05208101,"객체지향프로그래밍
(Object-Oriented Programming)",(-),전공,2,3,"수 7 8 9 (4207)
(Wed 7 8 9 (4207))"
Major/Minor,Global Business & Technology,P05207101,"교차문화커뮤니케이션
(Cross Cultural Communication)","현재훈
(Jae Hoon Hyun)",전공,2,3,"금 4 5 6 (4403)
(Fri 4 5 6 (4403))"
Major/Minor,Global Business & Technology,P05203101,"소비자행동론
(Consumer Behavior)","한상식
(Han. Sang Sik)",전공,2,3,"화 7 8 9 (4403)
(Tue 7 8 9 (4403))"
Major/Minor,Global Business & Technology,P05203102,"소비자행동론
(Consumer Behavior)","한상식
(Han. Sang Sik)",전공,2,3,"목 1 2 3 (4403)
(Thu 1 2 3 (4403))"
Major/Minor,Global Business & Technology,P05204101,"조직행위론
(Organizational Behavior)","최누리
(Choi nu ri)",전공,2,3,"수 4 5 6 (4403)
(Wed 4 5 6 (4403))"
Major/Minor,Global Business & Technology,P01309201,"국제마케팅
(International Marketing)","남기매
(Kimae Nam)",전공,3,3,"월 4 5 6 (4403)
(Mon 4 5 6 (4403))"
Major/Minor,Global Business & Technology,P01309202,"국제마케팅
(International Marketing)","남기매
(Kimae Nam)",전공,3,3,"화 4 5 6 (4403)
(Tue 4 5 6 (4403))"
Major/Minor,Global Business & Technology,P05310101,"국제통상영어
(English for INternational Trade)",Terrill Reid McLain,전공,3,3,"목 4 5 6 (4415)
(Thu 4 5 6 (4415))"
Major/Minor,Global Business & Technology,P05306201,"글로벌경영시사분석
(Current Topics in International Business)","나원찬
(Wonchan Ra)",전공,3,3,"화 7 8 9 (0517)
(Tue 7 8 9 (0517))"
Major/Minor,Global Business & Technology,P05306202,"글로벌경영시사분석
(Current Topics in International Business)","나원찬
(Wonchan Ra)",전공,3,3,"화 1 2 3 (0517)
(Tue 1 2 3 (0517))"
Major/Minor,Global Business & Technology,P05304201,"데이터베이스
(Database)","문유진
(Moon, Yoo-Jin)",전공,3,3,"수 4 5 6 (4207)
(Wed 4 5 6 (4207))"
Major/Minor,Global Business & Technology,P05303201,"모바일프로그래밍
(Mobile Programming)",(-),전공,3,3,"수 1 2 3 (4207)
(Wed 1 2 3 (4207))"
Major/Minor,Global Business & Technology,P05308101,"소셜네트워크
(Social Network)","이정
(Lee, Jung)",전공,3,3,"화 4 5 6 (4207)
(Tue 4 5 6 (4207))"
Major/Minor,Global Business & Technology,P05405101,"IT프로젝트관리
(IT Project Management)",Tae Young Choi,전공,4,3,"수 4 5 6 (4418)
(Wed 4 5 6 (4418))"
Major/Minor,Global Business & Technology,P05402101,"e마케팅
(E-Marketing)","김형택
(Kim, Hyung Taek)",전공,4,3,"수 4 5 6 (0604)
(Wed 4 5 6 (0604))"
Major/Minor,Global Business & Technology,P05407101,"글로벌전자상거래실습
(Global e-Business Lab)","전종근
(Jun, Jong Kun)",전공,4,3,"목 7 8 9 (0604)
(Thu 7 8 9 (0604))"
Major/Minor,Global Business & Technology,P05408101,"인공지능실습
(Artificial Intelligence & Lab.)","문유진
(Moon, Yoo-Jin)",전공,4,3,"화 7 8 9 (0213)
(Tue 7 8 9 (0213))"
Major/Minor,Global Business & Technology,P05406201,"졸업프로젝트실습(캡스톤디자인)
(Graduate Project Lab (Capstone Design))","이근섭
(Lee, Geun Seop)",전공,4,3,"금 10 11 12 (4403)
(Fri 10 11 12 (4403))"
Major/Minor,TESOL & English Linguistics,N01206201,"TESOL읽기쓰기지도법
(Teaching Reading and Writing to TESOL Learners)","이정아
(Lee Jeong A)",전공,2,3,"목 4 5 6 (0207)
(Thu 4 5 6 (0207))"
Major/Minor,TESOL & English Linguistics,A01122701,"영어학개론(2)
(Introduction to English Linguistics (2))","김유강
(Yookang Kim)",전공,2,2,"수 7 8 (0214)
(Wed 7 8 (0214))"
Major/Minor,TESOL & English Linguistics,A01122702,"영어학개론(2)
(Introduction to English Linguistics (2))","김지현
(Ji Hyon Kim)",전공,2,2,"수 5 6 (1402)
(Wed 5 6 (1402))"
Major/Minor,TESOL & English Linguistics,N01308101,"TESOL현장실습
(TESOL Practicum)","최호성
(Hohsung Choe)",전공,3,2,"화 7 8 (1402)
(Tue 7 8 (1402))"
Major/Minor,TESOL & English Linguistics,N01329201,"세계영어
(World Englishes)","손은미
(Eunmi Son)",전공,3,3,"수 7 8 9 (0301)
(Wed 7 8 9 (0301))"
Major/Minor,TESOL & English Linguistics,N01430101,"심리언어학
(Psycholinguistics)","김지현
(Ji Hyon Kim)",전공,3,3,"화 4 5 6 (1410)
(Tue 4 5 6 (1410))"
Major/Minor,TESOL & English Linguistics,E01407301,"영어교수법
(Approaches and Methods in English Language Teaching)","손은미
(Eunmi Son)",전공,3,3,"수 1 2 3 (0301)
(Wed 1 2 3 (0301))"
Major/Minor,TESOL & English Linguistics,N01390201,"영어어휘연구
(English Morphology)","김유강
(Yookang Kim)",전공,3,3,"월 4 5 6 (0214)
(Mon 4 5 6 (0214))"
Major/Minor,TESOL & English Linguistics,N01342101,"영어와문화
(English and Culture)","이원규(E)
(Lee, Wonkyu)",전공,3,3,"금 1 2 3 (0604)
(Fri 1 2 3 (0604))"
Major/Minor,TESOL & English Linguistics,N01389201,"영어의미연구
(English Semantics)","김광섭
(Kwang-sup Kim)",전공,3,3,"수 4 5 6 (1410)
(Wed 4 5 6 (1410))"
Major/Minor,TESOL & English Linguistics,N01419301,"영어학습평가
(Assessment of English Language Learners)","이진아
(Jina Lee)",전공,4,3,"수 1 2 3 (2416)
(Wed 1 2 3 (2416))"
Major/Minor,College of Engineering,F05108601,"컴퓨터프로그래밍및실습
(Computer Programming & Lab)","박상원
(Sangwon Park)",전공,1,3,"월 7 8 목 5 6 (5301)
(Mon 7 8 Thu 5 6 (5301))"
Major/Minor,College of Engineering,F05108602,"컴퓨터프로그래밍및실습
(Computer Programming & Lab)",Sayed Chhattan Shah,전공,1,3,"화 7 8 목 7 8 (5301)
(Tue 7 8 Thu 7 8 (5301))"
Major/Minor,College of Engineering,F05108603,"컴퓨터프로그래밍및실습
(Computer Programming & Lab)",Dhananjay Singh,전공,1,3,"월 5 6 목 5 6 (5405)
(Mon 5 6 Thu 5 6 (5405))"
Major/Minor,College of Engineering,F05108604,"컴퓨터프로그래밍및실습
(Computer Programming & Lab)","김희철
(Hee-Chul Kim)",전공,1,3,"화 1 2 (5207) 목 3 4 (5313)
(Tue 1 2 (5207) Thu 3 4 (5313))"
Major/Minor,College of Engineering,F05108605,"컴퓨터프로그래밍및실습
(Computer Programming & Lab)","정유진
(YOO JIN JUNG)",전공,1,3,"화 3 4 (0209) 목 1 2 (5313)
(Tue 3 4 (0209) Thu 1 2 (5313))"
Major/Minor,College of Engineering,F05108606,"컴퓨터프로그래밍및실습
(Computer Programming & Lab)",Muhammad Bilal,전공,1,3,"화 1 2 (5208) 목 3 4 (5308)
(Tue 1 2 (5208) Thu 3 4 (5308))"
Major/Minor,College of Engineering,F05108607,"컴퓨터프로그래밍및실습
(Computer Programming & Lab)",Muhammad Bilal,전공,1,3,"화 3 4 (5308) 목 1 2 (5208)
(Tue 3 4 (5308) Thu 1 2 (5208))"
Major/Minor,College of Engineering,T01202401,"공업수학2
(Engineering Mathematics 2)","한희일
(Hahn Hee-il)",전공,2,3,"월 2 수 5 6 (5213)
(Mon 2 Wed 5 6 (5213))"
Major/Minor,College of Engineering,T01202402,"공업수학2
(Engineering Mathematics 2)",Dhananjay Singh,전공,2,3,"수 3 금 3 4 (5208)
(Wed 3 Fri 3 4 (5208))"
Major/Minor,College of Engineering,T01202403,"공업수학2
(Engineering Mathematics 2)","윤일동
(Yun Il Dong)",전공,2,3,"월 1 2 금 5 (5208)
(Mon 1 2 Fri 5 (5208))"
Major/Minor,College of Engineering,T01001101,"ICT학점이수인턴1
(ICT Credit Intership1)","김낙현
(Kim, Nak Hyun)",전공,3,6,()
Major/Minor,College of Engineering,T01002101,"ICT학점이수인턴2
(ICT Credit Intership2)","김낙현
(Kim, Nak Hyun)",전공,3,6,()
Major/Minor,College of Engineering,T01317101,"SW산학프로젝트
(SW Industry Academic Co-project )","두일철
(Doo, Ill Chul)",전공,3,2,"월 7 8 (5207)
(Mon 7 8 (5207))"
Major/Minor,Advertising·Public Relations·Branding,C03309202,"PR사례연구
(Case Studies in PR)","서미라
(Mira Seo )",이중(부)전공,2,3,"화 7 8 9 (0604)
(Tue 7 8 9 (0604))"
Major/Minor,Advertising·Public Relations·Branding,C03280102,"광고캠페인전략론
( Advertising Campaign Strategies)","이영화
(Younghwa Lee)",이중(부)전공,2,3,"수 4 5 6 (2401)
(Wed 4 5 6 (2401))"
Major/Minor,Advertising·Public Relations·Branding,C03320101,"도시브랜드전략
(City Brand Strategy)","오주연
(Oh Joo yeon)",이중(부)전공,3,3,"화 4 5 6 (2301)
(Tue 4 5 6 (2301))"
Major/Minor,Advertising·Public Relations·Branding,C04346302,"문화와소비자행동
(Culture and Consumer Behavior)","김유경
(Kim, You Kyung)",이중(부)전공,4,3,"목 4 5 6 (2213)
(Thu 4 5 6 (2213))"
Major/Minor,Education,V43221202,"과학교과교육론
(Studies in Science Curriculum Education)","김세현
(Kim, sehyun)",이중(부)전공,3,3,"화 7 8 9 (0302)
(Tue 7 8 9 (0302))"
Major/Minor,Education,V43222202,"과학교재연구및지도법
(Science Textbook Studies & Teaching Methods)","김세현
(Kim, sehyun)",이중(부)전공,3,3,"월 1 2 3 (0207)
(Mon 1 2 3 (0207))"
Major/Minor,Education,V43504102,"과학논리및논술
(Logical Thinking and Writing in Science)","김세현
(Kim, sehyun)",이중(부)전공,3,2,"월 5 6 (0207)
(Mon 5 6 (0207))"
Major/Minor,Education,V43253104,"상업정보교재연구및지도법
(Commercial Textbook Studies & Teaching Methods)","김미정
(MI JUNG KIM)",이중(부)전공,3,3,"금 4 5 6 (4415)
(Fri 4 5 6 (4415))"
Major/Minor,Education,V43502103,"상업정보논리및논술
(Logical Thinking and Writing in Commercial)","김미정
(MI JUNG KIM)",이중(부)전공,3,2,"금 7 8 (4415)
(Fri 7 8 (4415))"
Major/Minor,Education,V43304202,"수학교재연구및지도법
(Mathematics Textbook Studies & Teaching Methods)","김영록
(Young Rock Kim)",이중(부)전공,3,3,"수 1 2 3 (3114)
(Wed 1 2 3 (3114))"
Major/Minor,Education,V43201204,"외국어교과교육론
(Theory and Practice in FLT)","박국정
(Park, KookJeong)",이중(부)전공,3,3,"화 4 5 6 (0511)
(Tue 4 5 6 (0511))"
Major/Minor,Education,V43203204,"외국어교재연구및지도법
(Materials Development and Teaching Methods in FLT)","강희연
(Kang, Hee Yeon)",이중(부)전공,3,3,"화 7 8 9 (0509)
(Tue 7 8 9 (0509))"
Major/Minor,Education,V43501104,"외국어논리및논술
(Logical Thinking and Writing in Foreign Language)","강희연
(Kang, Hee Yeon)",이중(부)전공,3,2,"목 1 2 (0509)
(Thu 1 2 (0509))"
Major/Minor,Education,V43305202,"철학교재연구및지도법
(Philosophy Textbook Studies & Teaching Methods)","이은주(PH)
(Lee, Eun Joo)",이중(부)전공,3,3,"화 7 8 9 (4219)
(Tue 7 8 9 (4219))"
Major/Minor,Education,V43503102,"철학논리및논술
(Logical Thinking and Writing in Philosophy)","이은주(PH)
(Lee, Eun Joo)",이중(부)전공,3,2,"화 5 6 (4219)
(Tue 5 6 (4219))"
Major/Minor,Education,Z43323302,"환경학교과교육론
(Studies in Environmental Curriculum Education)","장미정
(Jang Meejeong)",이중(부)전공,3,3,"월 1 2 3 (3114)
(Mon 1 2 3 (3114))"
Major/Minor,Education,Z43334202,"환경학교재연구및지도법
(Environmental Science Textbook Studies & Teaching Methods)","장미정
(Jang Meejeong)",이중(부)전공,3,3,"월 4 5 6 (3114)
(Mon 4 5 6 (3114))"
Major/Minor,Education,V43505102,"환경학논리및논술
(Logical Thinking and Writing in Environmental Science)","장미정
(Jang Meejeong)",이중(부)전공,3,2,"월 7 8 (3114)
(Mon 7 8 (3114))"
Major/Minor,Education,V43254102,"교육봉사
(Education volunteering)","김용련
(Yong-Lyun Kim)",교직,2,2,"수 5 6 (0518)
(Wed 5 6 (0518))"
Major/Minor,Education,E11301103,"교육심리
(Educational Psychology)",(-),교직,2,2,"목 3 4 (0509)
(Thu 3 4 (0509))"
Major/Minor,Education,E11205102,"인간과교육
(Human & Education)","김문숙
(Kim, Moon Sook)",교직,2,2,"금 7 8 (0206)
(Fri 7 8 (0206))"
Major/Minor,Education,V43407303,"교육과정
(Curriculum Studies)","정재윤
(Jeong, Jae-Yun)",교직,3,2,"화 3 4 (0509)
(Tue 3 4 (0509))"
Major/Minor,Education,E11304102,"교육방법및교육공학
(Educational Methods & Technology)",(-),교직,3,2,"월 5 6 (0509)
(Mon 5 6 (0509))"
Major/Minor,Education,E11302302,"교육평가
(Educational Evaluation)",(-),교직,3,2,"목 1 2 ( )
(Thu 1 2 ( ))"
Major/Minor,Education,E11315103,"특수교육의이해
(Understanding of Special Education)","강성리
(Kang, Seong-ri)",교직,3,2,"화 5 6 (0509)
(Tue 5 6 (0509))"
Major/Minor,Education,E11456103,"학교폭력예방및학생의이해
(School Violence Prevention and Understanding of Student)","신영인
(SHIN YOUNGIN)",교직,3,2,"목 7 8 (0512)
(Thu 7 8 (0512))"
Major/Minor,Education,E11405102,"교육행정및학교경영
(Education Administration & School Management)","김용련
(Yong-Lyun Kim)",교직,4,2,"수 3 4 (0518)
(Wed 3 4 (0518))"
Major/Minor,Education,E11311102,"교직실무
(Practical Work in School)","신영인
(SHIN YOUNGIN)",교직,4,2,"목 5 6 (0512)
(Thu 5 6 (0512))"
Major/Minor,National Leader,G10008301,"국가조직과법질서
(Institutions of State)",(-),이중(부)전공,2,3,"수 4 5 6 (2517)
(Wed 4 5 6 (2517))"
Major/Minor,National Leader,G10304101,"범죄와형벌II
(Criminal Offense and Penalty II)","김현수
(Kim Hyeonsoo)",이중(부)전공,2,3,"수 7 8 9 (2214)
(Wed 7 8 9 (2214))"
Major/Minor,National Leader,G10411101,"부동산과규범
(Real Estate and Law)","이동건
(Lee Donggun)",이중(부)전공,2,3,"수 1 2 3 (2516)
(Wed 1 2 3 (2516))"
Major/Minor,National Leader,G10313101,"법률중국어
(Chinese for Legal Studies)",Jin Zhenai,이중(부)전공,3,3,"금 4 5 6 (2302)
(Fri 4 5 6 (2302))"
Major/Minor,National Leader,G10312101,"행정과권리
(Administration and Public Right)","권경선
(Kwon,Kyoung Sun)",이중(부)전공,3,3,"월 1 2 3 (4210)
(Mon 1 2 3 (4210))"
Major/Minor,National Leader,G10311201,"행정조직과절차
(Administrative Organization and Procedures)","권경선
(Kwon,Kyoung Sun)",이중(부)전공,3,3,"월 7 8 9 (4210)
(Mon 7 8 9 (4210))"
Major/Minor,National Leader,G10030101,"헌법소송론
(The Theory of Legislative Discretion)","전학선
(JEON Hak-Seon)",이중(부)전공,3,3,"화 4 5 6 (2303)
(Tue 4 5 6 (2303))"
Major/Minor,National Leader,G10429101,"지식재산의보호와활용
(Protection and Exploitation of Intellectual Property)","최철
(Choi Chul)",이중(부)전공,4,3,"월 4 5 6 (0403)
(Mon 4 5 6 (0403))"
Major/Minor,Department of International Finance,D01313701,"조직행위론
(Organizational Behavior)","이우원
(Woowon Lee)",전공,1,3,"수 4 5 6 (4219)
(Wed 4 5 6 (4219))"
Major/Minor,Department of International Finance,F05214C01,"통계학
(Statistics )","권태연
(Kwon, Tae Yeon)",전공,1,3,"목 4 5 6 (4418)
(Thu 4 5 6 (4418))"
Major/Minor,Department of International Finance,D01205B01,"회계원리
(Principles of Accounting)","홍영도
(Yungdo Hong)",전공,1,3,"수 7 8 9 (4415)
(Wed 7 8 9 (4415))"
Major/Minor,Department of International Finance,P01206101,"국제경영론
(International Business)","박상준
(Park, Sang Joon)",전공,2,3,"화 4 5 6 (4417)
(Tue 4 5 6 (4417))"
Major/Minor,Department of International Finance,D02368501,"국제무역론
(Theory of International Trade)","장은갑
(CHANG EUN GAP)",전공,2,3,"목 7 8 9 (4219)
(Thu 7 8 9 (4219))"
Major/Minor,Department of International Finance,D01453301,"국제재무
(Theory of International Financial Management)","서재웅
(Suh Jae Woong)",전공,2,3,"목 1 2 3 (4419)
(Thu 1 2 3 (4419))"
Major/Minor,Department of International Finance,D01102G01,"미시거시경제학
(Micro and Macro Economics)","김선태
(SUN TAE KIM)",전공,2,3,"월 1 2 3 (4219)
(Mon 1 2 3 (4219))"
Major/Minor,Department of International Finance,P01302301,"증권시장론
(Securities Market)","백재승
(Baek, Jae Seung)",전공,2,3,"화 1 2 3 (4219)
(Tue 1 2 3 (4219))"
Major/Minor,Department of International Finance,D01409701,"투자론
(Investments)","박기봉
(Park Keebong)",전공,2,3,"월 7 8 9 (4418)
(Mon 7 8 9 (4418))"
Major/Minor,Department of International Finance,P01405501,"경영현장실습
(Business Internship Program)","이용웅
(Lee Yongwoong)",전공,3,3,"목 4 5 6 (4219)
(Thu 4 5 6 (4219))"
Major/Minor,Department of International Finance,P01409201,"기업법
(Corporation Law )","민관식
(Min Gwan Sik)",전공,3,3,"월 4 5 6 (4419)
(Mon 4 5 6 (4419))"
Major/Minor,Department of International Finance,D01202301,"무역실무
(Practices in International Trade)","장은갑
(CHANG EUN GAP)",전공,3,3,"금 1 2 3 (4219)
(Fri 1 2 3 (4219))"
Major/Minor,Department of International Finance,D03370301,"파생금융상품론
(Derivative Securities)","이용웅
(Lee Yongwoong)",전공,3,3,"목 1 2 3 (4219)
(Thu 1 2 3 (4219))"
Major/Minor,Department of International Finance,P01311201,"파이낸스어낼리틱스
(Finance Analytics)","권태연
(Kwon, Tae Yeon)",전공,3,3,"화 7 8 9 (4415)
(Tue 7 8 9 (4415))"
Major/Minor,Department of International Finance,P01407301,"경영분석
(Coporate Valuation)","박기봉
(Park Keebong)",전공,4,3,()
Major/Minor,Department of International Finance,V33464601,"경영재무전략(캡스톤디자인)
(Business and Finance Strategy (Capstone Design))","나찬휘
(Nah, Chan Hui)",전공,4,3,"월 4 5 6 (4415)
(Mon 4 5 6 (4415))"
Major/Minor,Department of International Finance,P01470101,"국제비즈니스계약론
(International Business Agreement)","박상준
(Park, Sang Joon)",전공,4,3,"수 4 5 6 (4417)
(Wed 4 5 6 (4417))"
Major/Minor,Department of International Finance,P01412101,"은행론
(Principles of Banking)","나찬휘
(Nah, Chan Hui)",전공,4,3,"화 1 2 3 (4419)
(Tue 1 2 3 (4419))"
Major/Minor,Department of International Finance,D01313702,"조직행위론
(Organizational Behavior)","이우원
(Woowon Lee)",이중(부)전공,1,3,"수 7 8 9 (4219)
(Wed 7 8 9 (4219))"
Major/Minor,Department of International Finance,F05214C02,"통계학
(Statistics )","한성윤
(Han Sungyun)",이중(부)전공,1,3,"월 4 5 6 (4219)
(Mon 4 5 6 (4219))"
Major/Minor,Department of International Finance,F05214C03,"통계학
(Statistics )","한성윤
(Han Sungyun)",이중(부)전공,1,3,"월 7 8 9 (4219)
(Mon 7 8 9 (4219))"
Major/Minor,Department of International Finance,D01453302,"국제재무
(Theory of International Financial Management)","서재웅
(Suh Jae Woong)",이중(부)전공,2,3,"목 4 5 6 (4419)
(Thu 4 5 6 (4419))"
Major/Minor,Department of International Finance,P01302302,"증권시장론
(Securities Market)","나찬휘
(Nah, Chan Hui)",이중(부)전공,2,3,"화 4 5 6 (4419)
(Tue 4 5 6 (4419))"
Major/Minor,Department of International Finance,P01302303,"증권시장론
(Securities Market)","박병문
(Park, Byung Moon)",이중(부)전공,2,3,"월 4 5 6 (4417)
(Mon 4 5 6 (4417))"
Major/Minor,Department of International Finance,P01302304,"증권시장론
(Securities Market)","박병문
(Park, Byung Moon)",이중(부)전공,2,3,"목 4 5 6 (4417)
(Thu 4 5 6 (4417))"
Major/Minor,Department of International Finance,D01409702,"투자론
(Investments)","박기봉
(Park Keebong)",이중(부)전공,2,3,"화 1 2 3 (4418)
(Tue 1 2 3 (4418))"
Major/Minor,Department of International Finance,D01409703,"투자론
(Investments)","박홍민
(Park hongmin)",이중(부)전공,2,3,"목 1 2 3 (4418)
(Thu 1 2 3 (4418))"
Major/Minor,Department of International Finance,D01409704,"투자론
(Investments)","박홍민
(Park hongmin)",이중(부)전공,2,3,"목 7 8 9 (4418)
(Thu 7 8 9 (4418))"
Major/Minor,Department of International Finance,P01409202,"기업법
(Corporation Law )","민관식
(Min Gwan Sik)",이중(부)전공,3,3,"월 7 8 9 (4419)
(Mon 7 8 9 (4419))"
Major/Minor,Department of International Finance,D01202302,"무역실무
(Practices in International Trade)","장은갑
(CHANG EUN GAP)",이중(부)전공,3,3,"금 4 5 6 (4219)
(Fri 4 5 6 (4219))"
Major/Minor,Department of International Finance,D03370302,"파생금융상품론
(Derivative Securities)","이용웅
(Lee Yongwoong)",이중(부)전공,3,3,"수 1 2 3 (4219)
(Wed 1 2 3 (4219))"
Major/Minor,Department of International Finance,P01311202,"파이낸스어낼리틱스
(Finance Analytics)","권태연
(Kwon, Tae Yeon)",이중(부)전공,3,3,"목 7 8 9 (4415)
(Thu 7 8 9 (4415))"
Major/Minor,Major in International Sports and Leisure,S01108201,"구기스포츠실습3
(Ball Sports Practice 3)","박성희
(PARK, SEONG-HEE)",전공,1,1,"목 5 6 (2303)
(Thu 5 6 (2303))"
Major/Minor,Major in International Sports and Leisure,S01122101,"레저스포츠실기9
(Leisure Sports Practice 9)","이예훈
(Lee, Ye Hoon)",전공,1,1,"목 7 8 (2303)
(Thu 7 8 (2303))"
Major/Minor,Major in International Sports and Leisure,S01130101,"스포츠데이터분석과R실습
(Sport Data Analysis andR Practice)","김명락
(-)",전공,1,2,"화 1 2 (2303)
(Tue 1 2 (2303))"
Major/Minor,Major in International Sports and Leisure,S01125101,"스포츠컴퓨터프로그래밍
(Computer Programming in Sport Industry)","김상철
(Kim Sang Chul)",전공,1,2,"목 1 2 (5309)
(Thu 1 2 (5309))"
Major/Minor,Major in International Sports and Leisure,S01114101,"스포츠행정학
(Introduction to Sport Administration)","김남수
(Nam-Su Kim)",전공,1,3,"화 7 8 9 (1511)
(Tue 7 8 9 (1511))"
Major/Minor,Major in International Sports and Leisure,S01120301,"중급스포츠전공영어작문실습(읽기.쓰기)
(Intermediate Sports English Conversation Practices (Listening & Speaking))",Eoin Joseph Trolan,전공,1,2,"화 3 4 (1511)
(Tue 3 4 (1511))"
